92.0048,0.00984678
93.1777,0.016015
94.1831,0.0320839
96.6966,0.0842167
99.0425,0.215999
102.561,0.566973
105.745,1.0761
109.767,2.31094
116.469,3.93675
123.172,4.52366
132.723,4.25272
140.263,3.81704
148.306,3.53344
158.695,3.72965
167.409,4.06022
175.787,4.45435
184.668,4.92461
192.878,5.31987
200.586,6.01932
200.754,3.90648
201.257,2.42051
201.927,1.31531
202.597,0.709245
202.765,0.406807
203.267,0.185094
204.44,0.0829263
204.776,0.0440307
205.278,0.0223203
205.613,0.0139372
205.949,0.0100775
