7.99673e-12,2.7652
1.14354e-11,3.56377
1.57782e-11,4.18355
2.02673e-11,4.92253
2.53445e-11,5.54231
3.19782e-11,6.29321
3.92803e-11,6.94875
4.73945e-11,7.53278
5.71849e-11,8.15256
7.28008e-11,8.73659
1.08866e-10,9.46365
1.51559e-10,9.71395
2.24624e-10,9.79738
4.12605e-10,9.84505
8.8233e-10,9.83313
4.78202e-09,9.92849
