1.28088e-10,1.95918e-08
2.47027e-10,1.92041e-08
4.11711e-10,1.84694e-08
6.17567e-10,1.74898e-08
8.18847e-10,1.62041e-08
1.05215e-09,1.49796e-08
1.18939e-09,1.42245e-08
1.32662e-09,1.3449e-08
1.47758e-09,1.25102e-08
1.72461e-09,1.14082e-08
1.96706e-09,1.03265e-08
2.20952e-09,9.36735e-09
2.38335e-09,8.65306e-09
2.6075e-09,8.12245e-09
2.98719e-09,7.30612e-09
3.27539e-09,6.79592e-09
3.61391e-09,6.32653e-09
4.09881e-09,5.97959e-09
4.4968e-09,5.71429e-09
4.86734e-09,5.53061e-09
4.98628e-09,5.4898e-09
