1.02674e-13,1.41e-09
2.47467e-13,1.41e-09
7.76584e-13,1.41e-09
2.17367e-12,1.49778e-09
6.41388e-12,1.49779e-09
1.46211e-11,1.42463e-09
2.87004e-11,1.57095e-09
4.02108e-11,2.15622e-09
5.08421e-11,4.93629e-09
6.06226e-11,9.39903e-09
7.22846e-11,1.57639e-08
8.87549e-11,2.36652e-08
1.0277e-10,2.84937e-08
1.20757e-10,3.40539e-08
1.48271e-10,3.71266e-08
2.20284e-10,4.12235e-08
3.04137e-10,4.57594e-08
4.65296e-10,5.14659e-08
5.97005e-10,5.54165e-08
8.24261e-10,6.00987e-08
1.15483e-09,6.45614e-08
1.66613e-09,6.86584e-08
2.90855e-09,7.36332e-08
4.64986e-09,7.61938e-08
8.23712e-09,7.7657e-08
