1e-13,9.48853e-10
2.31812e-13,9.48853e-10
6.63061e-13,8.60749e-10
2.55441e-12,1.03696e-09
8.25957e-12,1.03696e-09
3.62412e-11,8.98507e-10
9.14714e-11,1.27611e-09
2.3672e-10,1.15024e-09
4.89082e-10,2.91235e-09
8.48122e-10,6.68831e-09
1.24997e-09,1.22264e-08
1.70898e-09,2.05335e-08
2.03614e-09,2.54422e-08
2.16758e-09,2.87147e-08
2.42592e-09,3.23648e-08
2.71505e-09,3.58261e-08
3.2348e-09,4.09237e-08
3.57533e-09,4.4385e-08
4.42269e-09,4.80351e-08
5.89737e-09,5.25662e-08
8.26731e-09,5.54611e-08
1.10239e-08,5.63422e-08
